flag,area,confirmed,suspected,cured,dead
000000,中国,20537,23214,728,426
540000,西藏自治区,1,0,,
542527,措勤县,1,0,0,0
820000,澳门特别行政区,10,0,,
630000,青海省,15,0,,
632823,天峻县,12,0,0,0
632823,天峻县,3,0,0,0
710000,台湾省,11,0,,
810000,香港特别行政区,17,0,,1
520000,贵州省,58,0,2,
522732,三都水族自治县,9,0,0,0
522732,三都水族自治县,9,0,0,0
522732,三都水族自治县,3,0,0,0
522732,三都水族自治县,6,0,0,0
522732,三都水族自治县,4,0,0,0
522732,三都水族自治县,10,0,1,0
522732,三都水族自治县,6,0,1,0
522732,三都水族自治县,9,0,0,0
522732,三都水族自治县,2,0,0,0
220000,吉林省,42,0,1,
222426,安图县,3,0,0,0
222426,安图县,7,0,0,0
222426,安图县,1,0,0,0
222426,安图县,5,0,0,0
222426,安图县,3,0,0,0
222426,安图县,2,0,0,0
222426,安图县,17,0,1,0
222426,安图县,1,0,0,0
222426,安图县,3,0,0,0
650000,新疆维吾尔自治区,29,0,,
659009,昆玉市,12,0,0,0
659009,昆玉市,1,0,0,0
659009,昆玉市,1,0,0,0
659009,昆玉市,1,0,0,0
659009,昆玉市,7,0,0,0
659009,昆玉市,1,0,0,0
659009,昆玉市,4,0,0,0
659009,昆玉市,1,0,0,0
659009,昆玉市,1,0,0,0
640000,宁夏回族自治区,34,0,1,
640522,海原县,3,0,0,0
640522,海原县,7,0,0,0
640522,海原县,20,0,1,0
640522,海原县,1,0,0,0
640522,海原县,2,0,0,0
640522,海原县,1,0,0,0
150000,内蒙古自治区,35,0,1,
152923,额济纳旗,2,0,0,0
152923,额济纳旗,6,0,0,0
152923,额济纳旗,3,0,1,0
152923,额济纳旗,4,0,0,0
152923,额济纳旗,1,0,0,0
152923,额济纳旗,3,0,0,0
152923,额济纳旗,2,0,0,0
152923,额济纳旗,1,0,0,0
152923,额济纳旗,9,0,0,0
152923,额济纳旗,3,0,0,0
152923,额济纳旗,1,0,0,0
620000,甘肃省,55,0,3,
623027,夏河县,1,0,0,0
