flag,area,confirmed,suspected,cured,dead
000000,中国,11791,17988,243,259
810000,香港特别行政区,13,0,0,0
440000,广东省,436,0,11,0
445381,罗定市,134,0,4,0
445381,罗定市,112,0,1,0
445381,罗定市,34,0,1,0
445381,罗定市,33,0,1,0
445381,罗定市,20,0,1,0
445381,罗定市,18,0,0,0
445381,罗定市,16,0,0,0
445381,罗定市,12,0,0,0
445381,罗定市,11,0,1,0
445381,罗定市,10,0,0,0
445381,罗定市,6,0,0,0
445381,罗定市,6,0,1,0
445381,罗定市,6,0,0,0
445381,罗定市,5,0,0,0
445381,罗定市,4,0,0,0
445381,罗定市,3,0,0,0
445381,罗定市,3,0,0,0
445381,罗定市,2,0,0,0
445381,罗定市,1,0,0,0
420000,湖北省,5806,0,141,204
429021,神农架林区,2639,0,95,159
429021,神农架林区,573,0,6,12
429021,神农架林区,541,0,2,9
429021,神农架林区,286,0,0,0
429021,神农架林区,228,0,0,0
429021,神农架林区,227,0,0,5
429021,神农架林区,221,0,6,3
429021,神农架林区,189,0,0,6
429021,神农架林区,168,0,0,1
429021,神农架林区,167,0,0,1
429021,神农架林区,166,0,0,0
429021,神农架林区,150,0,0,0
429021,神农架林区,90,0,0,1
429021,神农架林区,75,0,0,0
429021,神农架林区,67,0,0,6
429021,神农架林区,12,0,0,1
429006,天门市,7,0,2,0
320000,江苏省,168,0,5,0
321324,泗洪县,32,0,2,0
321324,泗洪县,25,0,2,0
321324,泗洪县,20,0,0,0
321324,泗洪县,13,0,0,0
321324,泗洪县,12,0,0,0
321324,泗洪县,12,0,0,0
321324,泗洪县,10,0,0,0
321324,泗洪县,10,0,0,0
321324,泗洪县,9,0,1,0
321324,泗洪县,8,0,0,0
321324,泗洪县,8,0,0,0
321324,泗洪县,7,0,0,0
321324,泗洪县,2,0,0,0
150000,内蒙古自治区,20,0,1,0
152923,额济纳旗,3,0,0,0
152923,额济纳旗,3,0,0,0
152923,额济纳旗,2,0,0,0
152923,额济纳旗,2,0,0,0
152923,额济纳旗,2,0,0,0
152923,额济纳旗,2,0,0,0
152923,额济纳旗,2,0,0,0
152923,额济纳旗,1,0,1,0
152923,额济纳旗,1,0,0,0
152923,额济纳旗,1,0,0,0
520000,贵州省,29,0,2,0
522732,三都水族自治县,8,0,0,0
522732,三都水族自治县,4,0,0,0
522732,三都水族自治县,4,0,1,0
522732,三都水族自治县,4,0,0,0
522732,三都水族自治县,3,0,1,0
522732,三都水族自治县,3,0,0,0
522732,三都水族自治县,2,0,0,0
522732,三都水族自治县,1,0,0,0
530000,云南省,83,0,1,0
533423,维西傈僳族自治县,25,0,0,0
533423,维西傈僳族自治县,12,0,0,0
533423,维西傈僳族自治县,6,0,0,0
533423,维西傈僳族自治县,6,0,0,0
533423,维西傈僳族自治县,6,0,0,0
533423,维西傈僳族自治县,6,0,0,0
533423,维西傈僳族自治县,6,0,0,0
533423,维西傈僳族自治县,5,0,0,0
533423,维西傈僳族自治县,4,0,1,0
533423,维西傈僳族自治县,4,0,0,0
533423,维西傈僳族自治县,3,0,0,0
650000,新疆维吾尔自治区,17,0,0,0
659009,昆玉市,8,0,0,0
659009,昆玉市,5,0,0,0
659009,昆玉市,1,0,0,0
659009,昆玉市,1,0,0,0
659009,昆玉市,1,0,0,0
659009,昆玉市,1,0,0,0
310000,上海市,135,0,9,1
310151,崇明区,62,0,5,1
310151,崇明区,25,0,0,0
310151,崇明区,8,0,0,0
310151,崇明区,6,0,0,0
310151,崇明区,5,0,0,0
310151,崇明区,5,0,0,0
310151,崇明区,5,0,0,0
310151,崇明区,4,0,0,0
310151,崇明区,4,0,0,0
310151,崇明区,3,0,0,0
310151,崇明区,2,0,0,0
310151,崇明区,2,0,0,0
310151,崇明区,2,0,0,0
310151,崇明区,1,0,0,0
310151,崇明区,1,0,0,0
659009,昆玉市,1,0,0,0
330000,浙江省,538,0,11,0
331181,龙泉市,227,0,7,0
331181,龙泉市,85,0,0,0
331181,龙泉市,81,0,1,0
331181,龙泉市,46,0,1,0
331181,龙泉市,27,0,0,0
331181,龙泉市,23,0,0,0
331181,龙泉市,16,0,0,0
331181,龙泉市,12,0,0,0
331181,龙泉市,7,0,1,0
331181,龙泉市,7,0,1,0
331181,龙泉市,6,0,0,0
460000,海南省,52,0,1,1
469030,琼中黎族苗族自治县,14,0,1,0
469030,琼中黎族苗族自治县,9,0,0,0
469030,琼中黎族苗族自治县,8,0,0,0
469030,琼中黎族苗族自治县,5,0,0,0
469030,琼中黎族苗族自治县,4,0,0,0
469030,琼中黎族苗族自治县,3,0,0,0
469030,琼中黎族苗族自治县,2,0,0,1
469030,琼中黎族苗族自治县,2,0,0,0
469030,琼中黎族苗族自治县,1,0,0,0
469029,保亭黎族苗族自治县,1,0,0,0
469030,琼中黎族苗族自治县,1,0,0,0
469030,琼中黎族苗族自治县,1,0,0,0
469030,琼中黎族苗族自治县,1,0,0,0
110000,北京市,139,0,5,1
110119,延庆区,27,0,0,0
110119,延庆区,24,0,0,0
110119,延庆区,17,0,2,0
110119,延庆区,16,0,0,0
110119,延庆区,12,0,0,0
110119,延庆区,12,0,0,0
110119,延庆区,11,0,2,0
110119,延庆区,11,0,0,0
110119,延庆区,3,0,0,0
110119,延庆区,2,0,0,0
110119,延庆区,2,0,0,0
110119,延庆区,1,0,0,0
110119,延庆区,1,0,0,0
500000,重庆市,211,0,1,0
500243,彭水苗族土家族自治县,29,0,0,0
500243,彭水苗族土家族自治县,16,0,0,0
500243,彭水苗族土家族自治县,15,0,0,0
500243,彭水苗族土家族自治县,12,0,0,0
500243,彭水苗族土家族自治县,10,0,0,0
500243,彭水苗族土家族自治县,10,0,0,0
500243,彭水苗族土家族自治县,9,0,0,0
500243,彭水苗族土家族自治县,9,0,0,0
500243,彭水苗族土家族自治县,8,0,0,0
500243,彭水苗族土家族自治县,8,0,0,0
500243,彭水苗族土家族自治县,8,0,0,0
500243,彭水苗族土家族自治县,8,0,0,0
500243,彭水苗族土家族自治县,6,0,0,0
500243,彭水苗族土家族自治县,6,0,0,0
500243,彭水苗族土家族自治县,6,0,0,0
500243,彭水苗族土家族自治县,6,0,1,0
500243,彭水苗族土家族自治县,6,0,0,0
500243,彭水苗族土家族自治县,5,0,0,0
500243,彭水苗族土家族自治县,4,0,0,0
500243,彭水苗族土家族自治县,4,0,0,0
500243,彭水苗族土家族自治县,3,0,0,0
500243,彭水苗族土家族自治县,3,0,0,0
500243,彭水苗族土家族自治县,3,0,0,0
500243,彭水苗族土家族自治县,3,0,0,0
500243,彭水苗族土家族自治县,2,0,0,0
500243,彭水苗族土家族自治县,2,0,0,0
500243,彭水苗族土家族自治县,2,0,0,0
500243,彭水苗族土家族自治县,2,0,0,0
