flag,area,confirmed,suspected,cured,dead
-1,不明地区,8,0,0,0
-1,外地来津,4,0,0,0
-1,外地来粤人员,5,0,0,0
-1,外地来穗人员,5,0,0,0
-1,宁东,1,0,0,0
-1,胡杨河,1,0,0,0
-1,待明确,0,0,3,0
-1,未知地区,0,0,1,0
-1,未明确,0,0,2,0
-1,北海州,1,0,0,0
-1,外地来沪人员,79,0,5,1
-1,高新区,1,0,0,0
-1,两江新区,13,0,0,0
-1,宁东管委会,1,0,0,0
-1,外地来京人员,19,0,2,0
-1,待明确地区,5,0,0,0
-1,外地来津人员,6,0,0,0
-1,武汉来京人员,7,0,0,0
-1,未知,1,0,0,0
000000,中国,20438,23214,632,425
110000,北京市,212,0,12,1
110101,东城区,3,0,0,0
110101,东城区,2,0,0,0
110102,西城区,13,0,0,0
110102,西城区,26,0,0,0
110105,朝阳区,31,0,0,0
110106,丰台区,11,0,0,0
110106,丰台区,17,0,0,0
110107,石景山区,5,0,0,0
110107,石景山区,2,0,0,0
110108,海淀区,26,0,0,0
110108,海淀区,42,0,0,0
110109,门头沟区,3,0,0,0
110109,门头沟区,1,0,0,0
110111,房山区,4,0,0,0
110112,通州区,12,0,0,0
110112,通州区,13,0,0,0
110113,顺义区,5,0,0,0
110113,顺义区,2,0,0,0
110114,昌平区,13,0,0,0
110114,昌平区,12,0,0,0
110115,大兴区,28,0,2,0
110115,大兴区,16,0,2,0
110116,怀柔区,1,0,0,0
110116,怀柔区,3,0,0,0
110119,延庆区,1,0,0,0
120000,天津市,60,0,1,0
120101,和平区,5,0,0,0
120102,河东区,9,0,0,0
120103,河西区,3,0,0,0
120104,南开区,3,0,0,0
120105,河北区,9,0,0,0
120106,红桥区,2,0,1,0
120110,东丽区,3,0,0,0
120111,西青区,3,0,0,0
120115,宝坻区,11,0,0,0
120116,滨海新区,2,0,0,0
120117,宁河区,1,0,0,0
120117,宁河区,4,0,0,0
130000,河北省,113,0,3,1
130100,石家庄市,16,0,0,0
130200,唐山市,11,0,0,0
130300,秦皇岛市,2,0,0,0
130400,邯郸市,2,0,0,0
130400,邯郸市,11,0,0,0
130500,邢台市,14,0,0,0
130521,邢台县,14,0,0,0
130600,保定市,13,0,2,0
130700,张家口市,9,0,0,0
130800,承德市,2,0,0,0
130821,承德县,2,0,0,0
130900,沧州市,19,0,0,1
131000,廊坊市,12,0,1,0
131100,衡水市,4,0,0,0
140000,山西省,66,0,2,0
140100,太原市,6,0,1,0
140200,大同市,9,0,0,0
140300,阳泉市,2,0,0,0
140400,长治市,3,0,0,0
140500,晋城市,6,0,0,0
140600,朔州市,2,0,0,0
140600,朔州市,3,0,0,0
140700,晋中市,15,0,0,0
140800,运城市,13,0,1,0
140900,忻州市,3,0,0,0
141000,临汾市,1,0,0,0
141000,临汾市,1,0,0,0
141100,吕梁市,5,0,0,0
150000,内蒙古自治区,34,0,1,0
150100,呼和浩特市,4,0,0,0
150100,呼和浩特市,2,0,0,0
150200,包头市,6,0,0,0
150202,东河区,2,0,0,0
150203,昆都仑区,3,0,0,0
150300,乌海市,1,0,0,0
150300,乌海市,1,0,0,0
150400,赤峰市,2,0,0,0
150404,松山区,1,0,0,0
150424,林西县,1,0,0,0
150500,通辽市,1,0,0,0
150500,通辽市,1,0,0,0
150600,鄂尔多斯市,9,0,0,0
150602,东胜区,1,0,0,0
150623,鄂托克前旗,1,0,0,0
150700,呼伦贝尔市,2,0,1,0
150700,呼伦贝尔市,1,0,0,0
150781,满洲里市,1,0,0,0
150782,牙克石市,1,0,0,0
150782,牙克石市,1,0,0,0
150800,巴彦淖尔市,3,0,0,0
150900,乌兰察布市,3,0,0,0
152200,兴安盟,1,0,0,0
152201,乌兰浩特市,1,0,0,0
152500,锡林郭勒盟,2,0,0,0
152500,锡林郭勒盟,2,0,0,0
152500,锡林郭勒盟,1,0,0,0
152500,锡林郭勒盟,1,0,0,0
210000,辽宁省,74,0,1,0
210100,沈阳市,15,0,0,0
210200,大连市,12,0,1,0
210300,鞍山市,1,0,0,0
210500,本溪市,3,0,0,0
210521,本溪满族自治县,3,0,0,0
210600,丹东市,6,0,0,0
210700,锦州市,7,0,0,0
210800,营口市,1,0,0,0
210900,阜新市,5,0,0,0
210921,阜新蒙古族自治县,5,0,0,0
211000,辽阳市,2,0,0,0
211021,辽阳县,2,0,0,0
211100,盘锦市,8,0,0,0
211200,铁岭市,3,0,0,0
211221,铁岭县,3,0,0,0
211300,朝阳市,6,0,0,0
211321,朝阳县,6,0,0,0
211400,葫芦岛市,5,0,0,0
220000,吉林省,31,0,1,0
220100,长春市,17,0,1,0
220200,吉林市,4,0,0,0
220300,四平市,1,0,0,0
220300,四平市,4,0,0,0
220381,公主岭市,1,0,0,0
220500,通化市,1,0,0,0
220521,通化县,1,0,0,0
220700,松原市,2,0,0,0
222400,延边朝鲜族自治州,2,0,0,0
230000,黑龙江省,121,0,2,2
230100,哈尔滨市,45,0,2,0
230200,齐齐哈尔市,6,0,0,0
230300,鸡西市,6,0,0,0
230400,鹤岗市,1,0,0,0
230500,双鸭山市,7,0,0,0
230600,大庆市,11,0,0,0
230800,佳木斯市,11,0,0,0
230900,七台河市,7,0,0,0
231000,牡丹江市,8,0,0,0
231100,黑河市,1,0,0,0
231200,绥化市,16,0,0,2
232700,大兴安岭地区,2,0,0,0
310000,上海市,203,0,10,1
310101,黄浦区,5,0,0,0
310101,黄浦区,4,0,0,0
310104,徐汇区,5,0,0,0
310104,徐汇区,9,0,0,0
310105,长宁区,8,0,0,0
310105,长宁区,6,0,0,0
310106,静安区,9,0,0,0
310106,静安区,8,0,0,0
310107,普陀区,6,0,0,0
310109,虹口区,5,0,0,0
310109,虹口区,4,0,0,0
310110,杨浦区,4,0,0,0
310110,杨浦区,1,0,0,0
310112,闵行区,10,0,0,0
310112,闵行区,5,0,0,0
310113,宝山区,2,0,0,0
310113,宝山区,10,0,0,0
310114,嘉定区,2,0,0,0
310114,嘉定区,2,0,0,0
310115,浦东新区,40,0,0,0
310115,浦东新区,25,0,0,0
310115,浦东新区,25,0,0,0
310116,金山区,1,0,0,0
310116,金山区,1,0,0,0
310117,松江区,3,0,0,0
310117,松江区,7,0,0,0
310118,青浦区,2,0,0,0
310118,青浦区,2,0,0,0
310120,奉贤区,5,0,0,0
310120,奉贤区,5,0,0,0
310151,崇明区,1,0,0,0
320000,江苏省,271,0,8,0
320100,南京市,40,0,2,0
320200,无锡市,23,0,1,0
320300,徐州市,36,0,0,0
320400,常州市,15,0,0,0
320500,苏州市,44,0,3,0
320600,南通市,19,0,0,0
320700,连云港市,14,0,1,0
320800,淮安市,18,0,1,0
320803,淮安区,18,0,1,0
320900,盐城市,15,0,0,0
321000,扬州市,14,0,0,0
321100,镇江市,3,0,0,0
321200,泰州市,21,0,0,0
321300,宿迁市,9,0,0,0
330000,浙江省,724,0,43,0
330100,杭州市,118,0,2,0
330200,宁波市,75,0,1,0
330300,温州市,291,0,17,0
330400,嘉兴市,19,0,0,0
330500,湖州市,9,0,1,0
330600,绍兴市,30,0,2,0
330700,金华市,36,0,6,0
330800,衢州市,14,0,0,0
330900,舟山市,7,0,2,0
331000,台州市,109,0,11,0
331100,丽水市,16,0,1,0
340000,安徽省,408,0,14,0
340100,合肥市,75,0,5,0
340200,芜湖市,16,0,1,0
340221,芜湖县,16,0,1,0
340300,蚌埠市,37,0,0,0
340400,淮南市,7,0,0,0
340500,马鞍山市,28,0,1,0
340600,淮北市,8,0,0,0
340700,铜陵市,18,0,1,0
340800,安庆市,47,0,0,0
340826,宿松县,6,0,0,0
341000,黄山市,9,0,0,0
341000,黄山市,3,0,0,0
341003,黄山区,9,0,0,0
341021,歙县,3,0,0,0
341100,滁州市,8,0,1,0
341200,阜阳市,65,0,0,0
341300,宿州市,21,0,0,0
341500,六安市,20,0,1,0
341600,亳州市,39,0,2,0
341700,池州市,6,0,1,0
341800,宣城市,4,0,1,0
350000,福建省,179,0,1,0
350100,福州市,47,0,0,0
350200,厦门市,19,0,0,0
350300,莆田市,34,0,1,0
350400,三明市,11,0,0,0
350500,泉州市,31,0,0,0
350600,漳州市,13,0,0,0
350700,南平市,11,0,0,0
350800,龙岩市,1,0,0,0
350900,宁德市,12,0,0,0
360000,江西省,391,0,18,0
360100,南昌市,103,0,4,0
360121,南昌县,103,0,4,0
360200,景德镇市,3,0,1,0
360300,萍乡市,18,0,1,0
360400,九江市,64,0,2,0
360500,新余市,50,0,3,0
360600,鹰潭市,8,0,0,0
360700,赣州市,35,0,1,0
360800,吉安市,13,0,1,0
360821,吉安县,13,0,1,0
360900,宜春市,36,0,1,0
361000,抚州市,29,0,0,0
361100,上饶市,32,0,4,0
370000,山东省,259,0,7,0
370100,济南市,22,0,0,0
370200,青岛市,26,0,1,0
370300,淄博市,12,0,0,0
370300,淄博市,1,0,0,0
370400,枣庄市,16,0,0,0
370600,烟台市,26,0,0,0
370700,潍坊市,13,0,0,0
370800,济宁市,18,0,1,0
370900,泰安市,12,0,1,0
371000,威海市,25,0,2,0
371100,日照市,14,0,0,0
371300,临沂市,25,0,1,0
371400,德州市,19,0,1,0
371500,聊城市,10,0,0,0
371600,滨州市,11,0,0,0
371700,菏泽市,10,0,0,0
410000,河南省,566,0,16,2
410100,郑州市,72,0,6,0
410181,巩义市,2,0,0,0
410200,开封市,11,0,0,0
410300,洛阳市,7,0,0,0
410400,平顶山市,19,0,0,0
410500,安阳市,29,0,0,0
410500,安阳市,24,0,0,0
410522,安阳县,29,0,0,0
410526,滑县,1,0,0,0
410600,鹤壁市,2,0,0,0
410600,鹤壁市,8,0,0,0
410700,新乡市,27,0,0,0
410721,新乡县,27,0,0,0
410728,长垣县,2,0,0,0
410728,长垣县,2,0,0,0
410800,焦作市,8,0,0,0
410900,濮阳市,3,0,0,0
410928,濮阳县,3,0,0,0
411000,许昌市,15,0,0,0
411100,漯河市,14,0,0,0
411100,漯河市,20,0,0,0
411200,三门峡市,7,0,0,0
411300,南阳市,84,0,1,2
411300,南阳市,84,0,1,2
411381,邓州市,14,0,0,0
411400,商丘市,50,0,0,0
411400,商丘市,50,0,0,0
411481,永城市,8,0,0,0
411500,信阳市,99,0,6,0
411525,固始县,1,0,0,0
411600,周口市,47,0,1,0
411700,驻马店市,58,0,0,0
419001,济源市,2,0,0,0
420000,湖北省,11177,0,300,350
420100,武汉市,5142,0,228,265
420200,黄石市,334,0,8,2
420202,黄石港区,334,0,8,2
420300,十堰市,256,0,2,0
420500,宜昌市,392,0,2,1
420600,襄阳市,548,0,1,0
420700,鄂州市,306,0,2,15
420800,荆门市,345,0,6,11
420900,孝感市,918,0,2,14
421000,荆州市,499,0,6,6
421003,荆州区,499,0,6,6
421100,黄冈市,1246,0,32,17
421200,咸宁市,296,0,1,0
421300,随州市,458,0,3,5
422800,恩施土家族苗族自治州,111,0,5,0
422800,恩施土家族苗族自治州,87,0,0,0
422801,恩施市,87,0,0,0
422801,恩施市,111,0,5,0
429004,仙桃市,169,0,0,3
429005,潜江市,35,0,0,1
429006,天门市,115,0,0,10
429021,神农架林区,7,0,2,0
430000,湖南省,521,0,22,0
430100,长沙市,125,0,2,0
430121,长沙县,125,0,2,0
430200,株洲市,26,0,1,0
430300,湘潭市,19,0,3,0
430321,湘潭县,19,0,3,0
430400,衡阳市,32,0,4,0
430421,衡阳县,32,0,4,0
430500,邵阳市,51,0,1,0
430523,邵阳县,51,0,1,0
430600,岳阳市,70,0,0,0
430621,岳阳县,70,0,0,0
430700,常德市,45,0,0,0
430800,张家界市,3,0,0,0
430900,益阳市,30,0,1,0
431000,郴州市,21,0,1,0
431100,永州市,26,0,5,0
431200,怀化市,32,0,1,0
431300,娄底市,35,0,2,0
433100,湘西土家族苗族自治州,6,0,1,0
440000,广东省,725,0,21,0
440100,广州市,200,0,3,0
440200,韶关市,5,0,1,0
440300,深圳市,245,0,10,0
440400,珠海市,55,0,1,0
440500,汕头市,18,0,0,0
440600,佛山市,45,0,1,0
440700,江门市,4,0,0,0
440800,湛江市,14,0,1,0
440900,茂名市,4,0,0,0
441200,肇庆市,10,0,1,0
441300,惠州市,28,0,1,0
441400,梅州市,8,0,0,0
441500,汕尾市,5,0,0,0
441600,河源市,1,0,0,0
441600,河源市,1,0,0,0
441700,阳江市,10,0,0,0
441800,清远市,7,0,2,0
441900,东莞市,31,0,0,0
442000,中山市,25,0,0,0
445100,潮州市,4,0,0,0
445200,揭阳市,6,0,0,0
450000,广西壮族自治区,127,0,7,0
450100,南宁市,22,0,0,0
450200,柳州市,14,0,0,0
450300,桂林市,24,0,4,0
450400,梧州市,5,0,2,0
450500,北海市,26,0,0,0
450600,防城港市,9,0,1,0
450700,钦州市,2,0,0,0
450800,贵港市,5,0,0,0
450900,玉林市,8,0,0,0
451000,百色市,2,0,0,0
451100,贺州市,4,0,0,0
451200,河池市,6,0,0,0
460000,海南省,72,0,4,1
460100,海口市,13,0,0,0
460200,三亚市,18,0,4,0
460400,儋州市,7,0,0,0
469002,琼海市,5,0,0,0
469002,琼海市,6,0,0,0
469005,文昌市,1,0,0,0
469006,万宁市,9,0,0,0
469007,东方市,1,0,0,0
469007,东方市,1,0,0,0
469021,定安县,1,0,0,0
469023,澄迈县,2,0,0,1
469023,澄迈县,2,0,0,1
469024,临高县,3,0,0,0
469024,临高县,4,0,0,0
469026,昌江黎族自治县,3,0,0,0
469027,乐东黎族自治县,1,0,0,0
469028,陵水黎族自治县,5,0,0,0
469028,陵水黎族自治县,5,0,0,0
469030,琼中黎族苗族自治县,1,0,0,0
469030,琼中黎族苗族自治县,1,0,0,0
500000,重庆市,312,0,8,2
500101,万州区,50,0,0,1
500102,涪陵区,2,0,0,0
500103,渝中区,9,0,0,0
500104,大渡口区,6,0,0,0
500105,江北区,16,0,0,0
500106,沙坪坝区,2,0,0,0
500107,九龙坡区,13,0,0,1
500108,南岸区,7,0,0,0
500110,綦江区,10,0,0,0
500111,大足区,5,0,0,0
500112,渝北区,12,0,0,0
500113,巴南区,2,0,0,0
500114,黔江区,2,0,0,0
500115,长寿区,11,0,0,0
500116,江津区,3,0,0,0
500117,合川区,9,0,0,0
500118,永川区,3,0,1,0
500120,璧山区,8,0,0,0
500151,铜梁区,7,0,0,0
500152,潼南区,4,0,0,0
500153,荣昌区,5,0,0,0
500154,开州区,17,0,0,0
500155,梁平区,3,0,0,0
500156,武隆区,1,0,0,0
500229,城口县,2,0,0,0
500229,城口县,1,0,0,0
500230,丰都县,5,0,1,0
500230,丰都县,3,0,0,0
500231,垫江县,8,0,0,0
500231,垫江县,13,0,1,0
500233,忠县,15,0,0,0
500235,云阳县,15,0,0,0
500235,云阳县,18,0,1,0
500236,奉节县,5,0,0,0
500236,奉节县,9,0,0,0
500237,巫山县,7,0,3,0
500237,巫山县,6,0,1,0
500238,巫溪县,9,0,0,0
500238,巫溪县,11,0,0,0
500240,石柱土家族自治县,7,0,0,0
500240,石柱土家族自治县,10,0,0,0
500241,秀山土家族苗族自治县,1,0,1,0
500241,秀山土家族苗族自治县,1,0,0,0
510000,四川省,254,0,14,1
510100,成都市,77,0,10,1
510300,自贡市,9,0,0,0
510400,攀枝花市,10,0,0,0
510500,泸州市,7,0,0,0
510600,德阳市,10,0,0,0
510700,绵阳市,17,0,1,0
510800,广元市,5,0,0,0
510900,遂宁市,5,0,0,0
511000,内江市,12,0,0,0
511100,乐山市,2,0,0,0
511300,南充市,26,0,0,0
511400,眉山市,3,0,0,0
511500,宜宾市,7,0,0,0
511600,广安市,21,0,1,0
511602,广安区,21,0,1,0
511700,达州市,11,0,1,0
511800,雅安市,5,0,0,0
511900,巴中市,12,0,0,0
512000,资阳市,2,0,0,0
513200,阿坝藏族羌族自治州,1,0,0,0
513231,阿坝县,1,0,0,0
513300,甘孜藏族自治州,6,0,0,0
513328,甘孜县,6,0,0,0
513400,凉山彝族自治州,3,0,0,0
513400,凉山彝族自治州,6,0,0,0
520000,贵州省,46,0,2,0
520100,贵阳市,7,0,1,0
520200,六盘水市,9,0,0,0
520300,遵义市,8,0,0,0
520400,安顺市,2,0,0,0
520500,毕节市,4,0,0,0
520600,铜仁市,6,0,1,0
522300,黔西南布依族苗族自治州,1,0,0,0
522600,黔东南苗族侗族自治州,4,0,0,0
522700,黔南布依族苗族自治州,5,0,0,0
530000,云南省,114,0,5,0
530100,昆明市,32,0,0,0
530300,曲靖市,6,0,1,0
530400,玉溪市,12,0,1,0
530500,保山市,8,0,0,0
530600,昭通市,8,0,0,0
530700,丽江市,2,0,0,0
530700,丽江市,7,0,0,0
530800,普洱市,4,0,0,0
530900,临沧市,1,0,0,0
532300,楚雄彝族自治州,2,0,0,0
532301,楚雄市,2,0,0,0
532500,红河哈尼族彝族自治州,5,0,1,0
532529,红河县,5,0,1,0
532800,西双版纳傣族自治州,13,0,1,0
532800,西双版纳傣族自治州,1,0,0,0
532900,大理白族自治州,7,0,1,0
532901,大理市,7,0,1,0
533100,德宏傣族景颇族自治州,4,0,0,0
540000,西藏自治区,1,0,0,0
610000,陕西省,128,0,0,0
610100,西安市,55,0,0,0
610200,铜川市,7,0,0,0
610300,宝鸡市,8,0,0,0
610400,咸阳市,9,0,0,0
610500,渭南市,6,0,0,0
610581,韩城市,1,0,0,0
610600,延安市,7,0,0,0
610700,汉中市,15,0,0,0
610800,榆林市,1,0,0,0
610900,安康市,17,0,0,0
611000,商洛市,2,0,0,0
620000,甘肃省,51,0,3,0
620100,兰州市,26,0,2,0
620300,金昌市,1,0,0,0
620300,金昌市,1,0,0,0
620400,白银市,1,0,0,0
620402,白银区,1,0,0,0
620500,天水市,8,0,0,0
620500,天水市,3,0,0,0
620700,张掖市,2,0,0,0
620800,平凉市,1,0,0,0
620800,平凉市,1,0,0,0
621000,庆阳市,1,0,0,0
621100,定西市,3,0,1,0
621200,陇南市,4,0,0,0
622900,临夏回族自治州,3,0,0,0
622921,临夏县,3,0,0,0
623000,甘南藏族自治州,1,0,0,0
630000,青海省,13,0,0,0
630100,西宁市,12,0,0,0
630100,西宁市,9,0,0,0
632200,海北藏族自治州,1,0,0,0
640000,宁夏回族自治区,31,0,1,0
640100,银川市,19,0,1,0
640300,吴忠市,7,0,0,0
640400,固原市,2,0,0,0
640500,中卫市,2,0,0,0
650000,新疆维吾尔自治区,24,0,0,0
650100,乌鲁木齐市,10,0,0,0
650121,乌鲁木齐县,10,0,0,0
650400,吐鲁番市,1,0,0,0
650400,吐鲁番市,1,0,0,0
652900,阿克苏地区,1,0,0,0
652901,阿克苏市,1,0,0,0
654000,伊犁哈萨克自治州,6,0,0,0
654003,奎屯市,1,0,0,0
654200,塔城地区,4,0,0,0
654221,额敏县,4,0,0,0
659001,石河子市,1,0,0,0
659001,石河子市,1,0,0,0
659001,石河子市,1,0,0,0
659001,石河子市,1,0,0,0
710000,台湾省,10,0,0,0
810000,香港特别行政区,15,0,0,0
820000,澳门特别行政区,2,0,0,0
